# GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1 中的 order_id 为工单编号，修改工单编号便可以查看对应的工单详情
GET /gateway/ai-audit-server/external/audit/getOrderInfoByOrderId?order_id=GDA2026042408033800&with_order=true HTTP/1.1
Host: twaudit.hngsetc.com
          "tradeResult": "0",
          "fee": 141,
          "tradeId": "G0055430030042200102026042203200001",
          "picId": "G005543003019020202002026042203000001",
          "type": "trade",
          "picTime": null,
          "tradeTime": "2026-04-22 03:21:38",
          "lng": "111.68710300",
          "lat": "27.60036700",
          "gantryType": "4",
          "roadSectionName": "安邵高速",
          "flag": "1",
          "gantryHex": "49210C",
          "feeMileage": 943,
          "matching": 1,
          "tollintervalid": null,
          "tollintervalName": "白马（出口）",
          "payFee": 159,
          "feeVehicleType": 15,
          "realFee": 141,
          "discountFee": 18,
          "cardId": "3701015600251503",
          "mediaType": "1",
          "mediaTypeName": "OBU",
          "specialType": "",
          "specialTypeName": null,
          "vehicleId": "湘A91230D_5",
          "sourceName": null,
          "gantryOrderNum": "2",
          "gantryOrderNumName": "下行"
        }
      ],
      "vehicleType": 13,
      "axleCount": 5,
      "vehicleClass": 27,
      "mediaType": 1,
      "enStation": "S0040430010010",
      "vehicleUserType": 0,
      "realEnTime": "2026-04-22 01:20:16",
      "vehicleStatusFlag": 255,
      "exStation": "G0055430030190",
      "realExTime": "2026-04-22 03:21:38",
      "realVehicleId": null
    },
    "auditOrderDispose": null,
    "pay_amount": 23750,
    "mileage": 151963,
    "gantryPicListVO": {
      "gantryList": [
        {
          "fee": 733,
          "axleCount": 5,
          "transTime": "2026-04-22 01:20:16",
          "payFee": 771,
          "discountFee": 38,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S004043001000110010",
          "tradeId": "S0040430010001100102026042201200020",
          "feeMileage": 4844,
          "vehiclePicID": "S004043001001020102002026042201000020",
          "lng": "112.89322000",
          "lat": "28.14126300",
          "gantryName": "学士（入口）",
          "gantryType": "3",
          "roadSectionName": "长潭西高速",
          "gantryHex": "485A01",
          "cardId": null,
          "gantryOrderNum": "120",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S004043001000320|S004043004000110|S004043001000110",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22 01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "42|484|207",
          "payFeeGroup": "44|509|218",
          "sectionName": "长潭西高速|未知路段|长潭西高速",
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": null
        },
        {
          "fee": 299,
          "axleCount": 5,
          "transTime": "2026-04-22 01:21:58",
          "payFee": 315,
          "discountFee": 16,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S004043001000420010",
          "tradeId": "S0040430010004200102026042201100022",
          "feeMileage": 1980,
          "vehiclePicID": null,
          "lng": "112.88428700",
          "lat": "28.13210100",
          "gantryName": "含浦互通立交-赤江互通立交1",
          "gantryType": "0",
          "roadSectionName": "长潭西高速",
          "gantryHex": "495A02",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": "195",
          "specialTypeName": null,
          "tollIntervalId": "S004043001000420",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "299",
          "payFeeGroup": "315",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 2252,
          "axleCount": 5,
          "transTime": "2026-04-22 01:27:07",
          "payFee": 2371,
          "discountFee": 119,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001000420010",
          "tradeId": "S0050430010004200102026042201200038",
          "feeMileage": 14548,
          "vehiclePicID": null,
          "lng": "112.84171600",
          "lat": "28.12235800",
          "gantryName": "赤江互通立交-道林站1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C03",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S005043001000620|S005043001000420",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "485|1767",
          "payFeeGroup": "511|1860",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 1608,
          "axleCount": 5,
          "transTime": "2026-04-22 01:38:16",
          "payFee": 1693,
          "discountFee": 85,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001000820010",
          "tradeId": "S0050430010008200102026042201100046",
          "feeMileage": 10386,
          "vehiclePicID": null,
          "lng": "112.73043200",
          "lat": "28.06002100",
          "gantryName": "道林站-花明楼站1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C06",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
          "specialType": null,
          "specialTypeName": null,
          "tollIntervalId": "S005043001000820",
          "gantryTypeName": null,
          "j": null,
          "w": null,
          "enTime": "2026-04-22T01:20:16",
          "enTollStationHex": "43015A01",
          "vehicleTypeName": null,
          "feeVehicleTypeName": null,
          "vehiclePlateColor": null,
          "vehiclePlateColorName": null,
          "gantryOrderNumName": null,
          "feeVehicleType": "15",
          "vehicleType": "13",
          "tradeType": "0",
          "transType": "09",
          "feeGroup": "1608",
          "payFeeGroup": "1693",
          "sectionName": null,
          "companyName": null,
          "intervalName": null,
          "intervalNo": null,
          "mediaCardNo": null,
          "mediaCodingNumber": null,
          "vehicleclass": null,
          "serialno": null,
          "obuvehicleType": null,
          "obuvehicleTypeName": null,
          "optime": null,
          "tradeid": null,
          "payfeegroup": null,
          "feegroup": null,
          "cpucardId": null,
          "obusn": "3701015600251503",
          "OBUVehicleType": "13"
        },
        {
          "fee": 1176,
          "axleCount": 5,
          "transTime": "2026-04-22 01:45:08",
          "payFee": 1238,
          "discountFee": 62,
          "tradeResult": "0",
          "vehiclePlate": "湘A91230D_5",
          "passId": "013701250523630026557320260422012016",
          "gantryId": "S005043001001020010",
          "tradeId": "S0050430010010200102026042201100050",
          "feeMileage": 7596,
          "vehiclePicID": null,
          "lng": "112.64029500",
          "lat": "28.05007300",
          "gantryName": "花明楼站-韶山北互通立交1",
          "gantryType": "0",
          "roadSectionName": "长韶娄高速",
          "gantryHex": "495C08",
          "cardId": null,
          "gantryOrderNum": "201",
          "mediaType": "1",
          "mediaTypeName": null,
